id,Source,Target,Reference,Orig-Nasal-As-Line,Orig-Nasal-As-Tilde
1426,ajkóq e' shùx ã se' téxrsẽ wéxshkẽ ajkòq mãwéxwã bua' ie ie'pa rö,ellos amarraron bien el borde con la persona metida adentro de la canasta,CorpusSofia B17h28m07s11sep2012.html El águila que se comía a los bribris,ajkö́ e' shù̱ a̱ se' té̱rse̱ wé̱shke̱ ajkö̀ ma̱wé̱wa̱ bua' ie ie'pa rö,
1427,e' ajkóq ã wéxshkẽ ie se' téxrsẽ,la persona permanece adentro de esa canasta,CorpusSofia B17h28m07s11sep2012.html El águila que se comía a los bribris,e' ajkö́ a̱ wé̱shke̱ ie se' té̱rse̱,
1428,y wéx ie' ishtirìnẽ tã ie' se' méx dé tkë'sẽ se' méx dé,"cuando ella se cansa deja la persona ahí , se posa , deja la persona ahí",CorpusSofia B17h28m07s11sep2012.html El águila que se comía a los bribris,y wé̱ ie' ishtirìne̱ ta̱ ie' se' mé̱ dé tkë'se̱ se' mé̱ dé,
1429,e' ukòqkĩ ñẽ' balë'kéqkëpa rö wéx se' ánĩk ñẽ' e' ie'pa rö shkãláx ñẽ' yë'stsã,después esos mayores sacan aquel humo donde está la persona,CorpusSofia B17h28m07s11sep2012.html El águila que se comía a los bribris,e' ukö̀ki̱ ñe̱' blë'kë́këpa rö wé̱ se' áni̱k ñe̱' e' ie'pa rö shka̱lá̱ ñe̱' yë'stsa̱,
1430,sawé íxmã i kiè ppé,"fuman , como se dice , exhalan",CorpusSofia B17h28m07s11sep2012.html El águila que se comía a los bribris,sawé í̱ma̱ i kiè ppé,
1431,púx ñẽ' ù ã,en la casa del águila,CorpusSofia B17h28m07s11sep2012.html El águila que se comía a los bribris,pú̱ ñe̱' ù a̱,
1432,éjkë tã tãîx púx kapòq tkë'sẽ,tanto que el águila se duerme sentada profundamente,CorpusSofia B17h28m07s11sep2012.html El águila que se comía a los bribris,éjkë ta̱ ta̱î̱ pú̱ kapö̀ tkë'se̱,
1433,"e'r ie'pa kàl wóqlöm "" como "" íxẽ rö",eso es como ellos el garrote hasta ahí,CorpusSofia B17h28m07s11sep2012.html El águila que se comía a los bribris,"e'r ie'pa kàl wö́löm ""como"" í̱e̱ rö",
1434,"shkãláx íxẽ rö shkãláx íxẽ rö "" cigarro ""","hasta ahí el humo , hasta ahí el humo , el cigarro",CorpusSofia B17h28m07s11sep2012.html El águila que se comía a los bribris,"shka̱lá̱ í̱e̱ rö shka̱lá̱ í̱e̱ rö ""cigarro""",
1435,e' kãnèxõ bitùxtke ie'pa dör,ellos ya lo traían preparado,CorpusSofia B17h28m07s11sep2012.html El águila que se comía a los bribris,e' ka̱nè̱o̱ bitù̱tke ie'pa dör,
1436,e' rö púx kapòq wéxwã,eso hizo que el águila se durmiera,CorpusSofia B17h28m07s11sep2012.html El águila que se comía a los bribris,e' rö pú̱ kapö̀ wé̱wa̱,
1437,e' daléwa bêqr ie'pa e' wòqtse ajkóq ã,mientras ellos queditos desatan la canasta,CorpusSofia B17h28m07s11sep2012.html El águila que se comía a los bribris,e' daléwa bë̂r ie'pa e' wö̀tse* ajkö́ a̱,
1438,ie'pa e' wòqtse e' yéstsã e' rö,ellos la desantan y salen de ahí,CorpusSofia B17h28m07s11sep2012.html El águila que se comía a los bribris,ie'pa e' wö̀tse e' yéstsa̱ e' rö,
1439,kàl wóqlöm e' wa ie'pa púx ppé mĩlíxs,con ese garrote ellos golpean al águila mi̱lí̱s,CorpusSofia B17h28m07s11sep2012.html El águila que se comía a los bribris,kàl wö́löm e' wa ie'pa pú̱ ppé mi̱lí̱s,
1440,ppé bua'ie darêqrêq púx wóqkir kĩ,golpean bien duro sobre la cabeza del águila,CorpusSofia B17h28m07s11sep2012.html El águila que se comía a los bribris,ppé bua'ie darë̂rë̂ pú̱ wö́kir ki̱,
1441,entonces e' rö púx kóqtwã ie'pa rö,entonces así ellos matan al águila,CorpusSofia B17h28m07s11sep2012.html El águila que se comía a los bribris,entonces e' rö pú̱ kö́twa̱ ie'pa rö,
1442,"e's "" historia "" e' pàke balë'këkëpa sã ã",así los mayores nos cuentan a nosotros esta historia,CorpusSofia B17h28m07s11sep2012.html El águila que se comía a los bribris,"e's ""historia"" e' pàke blë'këkëpa sa̱ a̱",
1443,à akéqkëpa ĩ'ñẽ sa' tö míxã wë'stela ché tãîxë,oh ! señor hoy nosotros vamos a decirte muchas gracias,CorpusSofia B09h07m53s05sep2012.html Oración,à kë́këpa i̱'ñe̱ sa' tö mí̱a̱ wë'stela ché ta̱î̱ë,
1444,"ujté tso' tãîx , kabénẽ tso' tãîx , sa' we'inẽ sĩàxrë , se' yàmĩpa sa' we'ike","hay mucho que hablar , se ha dicho mucho , nosotros fuimos abandonados tristemente , nuestra familia nos abandonó",CorpusSofia B09h07m53s05sep2012.html Oración,"ujté tso' ta̱î̱, kabéne̱ tso' ta̱î̱, sa' we'ine̱ si̱à̱rë, se' yàmi̱pa sa' we'ike",
1445,"e' tã be' wã sa' tso' bua'ë , be' sa' kíxmèxkẽ","por eso usted nos tiene bien , usted nos ayuda",CorpusSofia B09h07m53s05sep2012.html Oración,"e' ta̱ be' wa̱ sa' tso' bua'ë, be' sa' kí̱mè̱ke̱",
1446,e' kũéxkĩ sa' éxn ã wë'stela chak míxã,por eso queremos decirle gracias,CorpusSofia B09h07m53s05sep2012.html Oración,e' ku̱é̱ki̱ sa' é̱n a̱ wë'stela chak mí̱a̱,
1447,"be' kiè be' alà kie Jesús e' kiè e' kĩ "" Amén ""","tú te llamas , en nombre de tu hijo llamado Jesus Amén",CorpusSofia B09h07m53s05sep2012.html Oración,"be' kiè be' alà kie Jesús e' kiè e' ki̱ ""Amén""",
1448,wéxalè tã tsîr èq tã i kũéxkĩ,algunas pocas solamente son diferentes,CorpusSofia B12h52m23s18sep2015.html Sobre las diferencias entre Amubri y Coroma,wé̱alè ta̱ tsîr ë̀ ta̱ iku̱á̱ki̱,
1449,kèq dör i kũéxkĩ séxrâ ã,no son diferentes todas,CorpusSofia B12h52m23s18sep2015.html Sobre las diferencias entre Amubri y Coroma,kë̀ dör iku̱á̱ki̱ sé̱râ a̱,
1450,ujtè wéxalè tso' ãmùxbali,hay algunas palabras en Amubri,CorpusSofia B12h52m23s18sep2015.html Sobre las diferencias entre Amubri y Coroma,ujtè wé̱alè tsoʼ a̱mù̱bli,
1451,i kũéxkĩ sa' dör chè íxẽ Coroma i kũéxkĩ,otras nosotros decimos aquí en Coroma otras,CorpusSofia B12h52m23s18sep2015.html Sobre las diferencias entre Amubri y Coroma,iku̱á̱ki̱ saʼ dör chè í̱e̱ Coroma iku̱á̱ki̱,
1452,"sa' wákpa éxn ã ĩàxnẽ bua'ë ì kiànã sa' kĩ , mãnèxnẽtsã tsîr , kèq tãîx","nosotros mismos sabemos muy bien lo que queremos , un poquito se ha cambiado , no mucho",CorpusSofia B12h52m23s18sep2015.html Sobre las diferencias entre Amubri y Coroma,"saʼ wákpa é̱n a̱ i̱à̱ne̱ buaʼë ì kiàna̱ saʼ ki̱, ma̱nè̱ne̱tsa̱ tsîr, kë̀ ta̱î̱",
1453,ì kũéxkĩ e's irir,por qué es así,CorpusSofia B12h52m23s18sep2015.html Sobre las diferencias entre Amubri y Coroma,ì ku̱é̱ki̱ eʼs irir,
1454,sa' bribriwak i bikéitsẽ tö Sibòq wák dör e' ãmẽ'ãt e's,nosotros los bribris pensamos que fue Sibö̀ quien lo dejo así,CorpusSofia B12h52m23s18sep2015.html Sobre las diferencias entre Amubri y Coroma,saʼ bribriwak i bikéitse̱ tö Sibö̀ wák dör eʼ a̱me̱ʼa̱t eʼs,
1455,ie'pa ãmèxnẽãt bánẽt tsîr,a ellos les dió aquel lado pequeño,CorpusSofia B12h52m23s18sep2015.html Sobre las diferencias entre Amubri y Coroma,ieʼpa a̱mè̱ne̱a̱t báne̱t tsîr,
1456,sa' ã ãmèxnẽ ièqkã,a nosotros nos dió este lado,CorpusSofia B12h52m23s18sep2015.html Sobre las diferencias entre Amubri y Coroma,saʼ a̱ a̱mè̱ne̱ ië̀ka̱,
1457,kũéxĩ kĩ tsîr i kũéxkĩ,por el lado de Coén cambia poco,CorpusSofia B12h52m23s18sep2015.html Sobre las diferencias entre Amubri y Coroma,ku̱é̱i̱ ki̱ tsîr iku̱á̱ki̱,
1458,ie'pa icha i kũéxkĩ sa' icha i kũéxkĩ,la de ellos es una y la de nosotros es otra,CorpusSofia B12h52m23s18sep2015.html Sobre las diferencias entre Amubri y Coroma,ieʼpa icha iku̱á̱ki̱ saʼ icha iku̱á̱ki̱,
1459,siempre sa' wák éxn ã ĩàxnẽ wèxs irir,siempre nosotros mismos entendemos como es,CorpusSofia B12h52m23s18sep2015.html Sobre las diferencias entre Amubri y Coroma,siempre saʼ wák é̱n a̱ i̱à̱ne̱ wè̱s irir,
1460,"sa' éxn ã ie'pa ĩàxnẽ , ie'pa éxn ã sa' ĩàxnẽ ãñìxes","nosotros les entendemos a ellos , ellos nos entienden a nosotros también",CorpusSofia B12h52m23s18sep2015.html Sobre las diferencias entre Amubri y Coroma,"saʼ é̱n a̱ ieʼpa i̱à̱ne̱, ieʼpa é̱n a̱ saʼ i̱à̱ne̱ a̱ñì̱es",
1461,"e'r wake' ãmẽ'ãt , wèxs ĩàxnẽ ye'r i ché , Sibòq dör","así siempre lo dejó , como hace rato yo dije , Sibö̀",CorpusSofia B12h52m23s18sep2015.html Sobre las diferencias entre Amubri y Coroma,"eʼr wakeʼ a̱me̱ʼa̱t, wè̱s i̱à̱ne̱ yeʼr i ché, Sibö̀ dör",
1462,"káx wã , di' wã","por el lugar , por el río",CorpusSofia B12h52m23s18sep2015.html Sobre las diferencias entre Amubri y Coroma,"ká̱ wa̱, diʼ wa̱",
1463,"ie'pa wéxalè íyi ì alè íyi wéxalè kiè i kũéxkĩ , sa' dör i kiè i kũéxkĩ","ellos algunas cosas los llaman de una manera , nosotros lo llamamos de otra manera",CorpusSofia B12h52m23s18sep2015.html Sobre las diferencias entre Amubri y Coroma,"ieʼpa wé̱alè íyi ì alè íyi wé̱alè kiè iku̱á̱ki̱, saʼ dör i kiè iku̱á̱ki̱",
1464,pero kèq e' rë wèxs,pero no importa como es,CorpusSofia B12h52m23s18sep2015.html Sobre las diferencias entre Amubri y Coroma,pero kë̀ eʼ rë wè̱s,
1465,sa' éxn ã sa' wákpa ĩàxnẽ,nosotros nos entendemos a nosotros mismos,CorpusSofia B12h52m23s18sep2015.html Sobre las diferencias entre Amubri y Coroma,saʼ é̱n a̱ saʼ wákpa i̱à̱ne̱,
1466,sa' wákpa éxn ã sa' ujtè ĩàxnẽ,nosotros mismos entendemos nuestro idioma,CorpusSofia B12h52m23s18sep2015.html Sobre las diferencias entre Amubri y Coroma,saʼ wákpa é̱n a̱ saʼ ujtè i̱à̱ne̱,
1467,ikũáxkĩ ikũáxkĩ sa' éxn ã ĩàxnẽ bua'ë,"a los otros , otros , nosotros los entendemos muy bien",CorpusSofia B12h52m23s18sep2015.html Sobre las diferencias entre Amubri y Coroma,iku̱á̱ki̱ iku̱á̱ki̱ saʼ é̱n a̱ i̱à̱ne̱ buaʼë,
1468,"ye' kiè Rigoberto Morales , ye' tskìnẽ íxẽ rö",yo me llamo Rigoberto Morales yo nací aquí,CorpusSofia B14h48m27s24oct2015.html Historia de vida de RM,"ye' kiè Rigoberto Morales, ye' tskìne̱ í̱e̱ rö",
1469,ye' kĩ dawás tso' dawás kùlyök,yo tengo 70 años,CorpusSofia B14h48m27s24oct2015.html Historia de vida de RM,ye' ki̱ dawás tso' dawás kùlyök,
1470,"sìkua i kiè "" setenta "" "" años """,en español se dice 70 años,CorpusSofia B14h48m27s24oct2015.html Historia de vida de RM,"sìkua i kiè ""setenta"" ""años""",
1471,éjkë ye' kĩ dawás tso',esa cantidad de años yo tengo,CorpusSofia B14h48m27s24oct2015.html Historia de vida de RM,éjkë ye' ki̱ dawás tso',
1472,ye' kãnèxbalèmĩ tã ye' ĩã duládula,yo empecé a trabajar entonces joven,CorpusSofia B14h48m27s24oct2015.html Historia de vida de RM,ye' ka̱nè̱blèmi̱ ta̱ ye' i̱a̱ duládula,
1473,káx tóqk tabè wa,chapear con el machete,CorpusSofia B14h48m27s24oct2015.html Historia de vida de RM,ká̱ tö́k tabè wa,
1474,kàl bikóqk o' wa,voltear árboles con el hacha,CorpusSofia B14h48m27s24oct2015.html Historia de vida de RM,kàl bikö́k o' wa,
1475,chãmùx kuátkök,sembrar banano,CorpusSofia B14h48m27s24oct2015.html Historia de vida de RM,cha̱mù̱ kuátkök,
1476,"ikuòq kuátkök , àrros kuátkök","sembrar maíz , sembrar arroz",CorpusSofia B14h48m27s24oct2015.html Historia de vida de RM,"ikuö̀ kuátkök, àrros kuátkök",
1477,átu kuátkök ñèx ye' alâr wös,sembrar frijoles para comer con mis hijos,CorpusSofia B14h48m27s24oct2015.html Historia de vida de RM,átu kuátkök ñè̱ ye' alâr wös,
1478,e'tã kèq íyi tãwèx tã,entonces no se compraba nada,CorpusSofia B14h48m27s24oct2015.html Historia de vida de RM,e'ta̱ kë̀ íyi ta̱wè̱ ta̱,
1479,kèq yìr ì tãwèxkũ,nadie compraba nada,CorpusSofia B14h48m27s24oct2015.html Historia de vida de RM,kë̀ yìr ì ta̱wè̱ku̱,
1480,kèq íyi wàtãwèx,no se vendía nada,CorpusSofia B14h48m27s24oct2015.html Historia de vida de RM,kë̀ íyi wàta̱wè̱,
1481,"tã e's wéxshkẽ ù ã , wéxshkẽ e' èq ñèxkẽ sö , ñèxkẽ sö se' alâr wös","pues así lo propio de la casa , lo de la casa solo eso comíamos , comíamos con nuestros hijos",CorpusSofia B14h48m27s24oct2015.html Historia de vida de RM,"ta̱ e's wé̱shke̱ ù a̱, wé̱shke̱ e' ë̀ ñè̱ke̱ sö, ñè̱ke̱ sö se' alâr wös",
1482,kèq chãmùx wàtãwèx tã,no se vendía banano,CorpusSofia B14h48m27s24oct2015.html Historia de vida de RM,kë̀ cha̱mù̱ wàta̱wè̱ ta̱,
1483,"tsiru' , èq wàtóxrkẽ e' kéxska tsiru'","cacao , durante aquel tiempo solo se vendía cacao",CorpusSofia B14h48m27s24oct2015.html Historia de vida de RM,"tsiru', ë̀ wàtó̱rke̱ e' ké̱ska tsiru'",
1484,wéx wã tsiru' kalòq tso' e' tã e' wã,él que tiene cacaotal,CorpusSofia B14h48m27s24oct2015.html Historia de vida de RM,wé̱ wa̱ tsiru' kalö̀ tso' e' ta̱ e' wa̱,
1485,tsiru' míx wàtãwèx,lleva su cacao a vender,CorpusSofia B14h48m27s24oct2015.html Historia de vida de RM,tsiru' mí̱ wàta̱wè̱,
1486,wéx kèq wã i tã',él que no lo tiene,CorpusSofia B14h48m27s24oct2015.html Historia de vida de RM,wé̱ kë̀ wa̱ i ta̱',
1487,e' tso'nẽ wéxshkẽnẽ kãnèxbalök,se queda trabajando,CorpusSofia B14h48m27s24oct2015.html Historia de vida de RM,e' tso'ne̱ wé̱shke̱ne̱ ka̱nè̱blök,
1488,wéx wã tsiru' tso' e' màxso ie kãnèxbalök ie,como peón para aquel que tiene cacao,CorpusSofia B14h48m27s24oct2015.html Historia de vida de RM,wé̱ wa̱ tsiru' tso' e' mà̱so ie ka̱nè̱blök ie,
1489,"kãnèxbalök ikuòq kuábalök , átuwö kuábalök , ali' kuábalök , buë' kuá kuábalök , klóqm kuá kuábalök ês ês","trabajando sembrando maíz , sembrando frijoles , sembrando yuca , sembrando matas de tiquisque , sembrando matas de plátano , así , así",CorpusSofia B14h18m19s19jul2014.html Historia de vida de FF,"ka̱nè̱blök ikuö̀ kuáblök, átuwö kuáblök, ali' kuáblök, buë' kuá kuáblök, klö́m kuá kuáblök ês ês",
1490,"e' míxkẽ kãnèx yulóqk , kãnèx kùxnã wéx rö ése kãnèxbalök , sa' ã chkóqköl ie","ese va buscando trabajo , encuentra trabajo donde sea para trabajar , para que nosotros comamos",CorpusSofia B14h18m19s19jul2014.html Historia de vida de FF,"e' mí̱ke̱ ka̱nè̱ yulö́k, ka̱nè̱ kù̱na̱ wé̱ rö ése ka̱nè̱blök, sa' a̱ chkö́köl ie",
1491,e' kũéxkĩ tã e' kèq kãnèxbalökẽ wéxalê ẽ' ie'pa sã kãnèx kùxnã ẽ' rö,por eso él no trabaja sino ahí donde ellos encuentran trabajo,CorpusSofia B14h18m19s19jul2014.html Historia de vida de FF,e' ku̱é̱ki̱ ta̱ e' kë̀ ka̱nè̱blöke̱ wé̱alê e̱' ie'pa sa̱ ka̱nè̱ kù̱na̱ e̱' rö,
1492,el muchacho hasta tãîx akéqchkeël kãnèxbalökẽ ãñìx e's êskapë ũjúx !,el muchacho hasta el más mayor trabajan también así uju !,CorpusSofia B14h18m19s19jul2014.html Historia de vida de FF,el muchacho hasta ta̱î̱ akë́chkeël ka̱nè̱blöke̱ a̱ñì̱ e's êskapë ¡u̱jú̱!,
1493,"éq i tsîr i tsîrlaël e' tso' stsa'wö sãúxk "" colegio "" ajá !","por lo menos el menor , el menor está estudiando en el colegio ajá !",CorpusSofia B14h18m19s19jul2014.html Historia de vida de FF,"ë́ i tsîr i tsîrlaël e' tso' stsa'wö sa̱ú̱k ""colegio"" ¡ajá!",
1494,e' kãnèxbalökẽ ãñìx e's e' kãnèxbalö tã ãñìx e's,"ese también trabaja así , ese también tiene que trabajar así",CorpusSofia B14h18m19s19jul2014.html Historia de vida de FF,e' ka̱nè̱blöke̱ a̱ñì̱ e's e' ka̱nè̱blö ta̱ a̱ñì̱ e's,
1495,"sa' wòqbalanẽ kãnèxbalök , átuwö kuábalök , buë' kuá kuábalök , klóqm kuábalök , ikuòq kuábalök ñèx sa' tö","nosotros aprendimos a trabajar , a sembrar frijoles , a sembrar matas de tiquisque , a sembrar plátano , a sembrar maíz para comer nosotros",CorpusSofia B14h18m19s19jul2014.html Historia de vida de FF,"sa' wö̀blane̱ ka̱nè̱blök, átuwö kuáblök, buë' kuá kuáblök, klö́m kuáblök, ikuö̀ kuáblök ñè̱ sa' tö",
1496,kèq sa' kãnèxbalö e' tã ì ñèxkẽ sa' tö e' kũéxkĩ ujú !,por eso si no trabajamos qué comemos ujú !,CorpusSofia B14h18m19s19jul2014.html Historia de vida de FF,kë̀ sa' ka̱nè̱blö e' ta̱ ì ñè̱ke̱ sa' tö e' ku̱é̱ki̱ ¡ujú!,
1497,ulìtãnẽ èq sa' kãnèxbalökẽ sa' yéq tã sa' ãmìx tã áxjàx !,todos nosotros trabajamos con nuestro papá nuestra mamá ajá !,CorpusSofia B14h18m19s19jul2014.html Historia de vida de FF,ulìta̱ne̱ ë̀ sa' ka̱nè̱blöke̱ sa' yë́ ta̱ sa' a̱mì̱ ta̱ ¡á̱jà̱!,
1498,Juanita ì dör be' kãnèx ?,Juanita En qué trabaja usted ?,CorpusSofia B15h02m49s06sep2012.html Historia de vida de JS,Juanita ¿ì dör be' ka̱nè̱?,
1499,à ! mìxkã ye' bák tsítsi tã,ah ! cuando yo era pequeña,CorpusSofia B15h02m49s06sep2012.html Historia de vida de JS,¡à! mì̱ka̱ ye' bák tsítsi ta̱,
1500,"ye' , ye' ãmìx e' kíxmẽ dakaròla tióqk , di' tsúxk , ùshñã tkóqktsã","yo , yo ayudaba a mi madre a alimentar a los pollitos , a buscar agua , a botar la basura",CorpusSofia B15h02m49s06sep2012.html Historia de vida de JS,"ye', ye' a̱mì̱ e' kí̱me̱ dakaròla tiö́k, di' tsú̱k, ùshña̱ tkö́ktsa̱",
1501,ukòqkĩ tã mìxkã ye' dé bùsi,después cuando me hice muchacha,CorpusSofia B15h02m49s06sep2012.html Historia de vida de JS,ukö̀ki̱ ta̱ mì̱ka̱ ye' dé bùsi,
1502,"e' tã míxã kãnèxbalök tsiru' ã , tsiru' tóqk , tsiru' alo'yök","entoces fui a trabajar al cacaotal , a cortar cacao , a quebrar cacao",CorpusSofia B15h02m49s06sep2012.html Historia de vida de JS,"e' ta̱ mí̱a̱ ka̱nè̱blök tsiru' a̱, tsiru' tö́k, tsiru' alo'yök",
1503,mìxkã tsiru' dawówã tã,cuándo el cacao se murió,CorpusSofia B15h02m49s06sep2012.html Historia de vida de JS,mì̱ka̱ tsiru' dawówa̱ ta̱,
1504,"ye' míxãnẽ se' yàmĩpa tã kãnèxbalök ãñìx dapáũk , káx , káx ujté chóqk , mã buà kãnèxũk , buà alôqũk","yo me fui a trabajar con mis familiares para reunirnos , para defender la tierra , la tierra , pues para trabajar con las iguanas , para criar iguanas",CorpusSofia B15h02m49s06sep2012.html Historia de vida de JS,"ye' mí̱a̱ne̱ se' yàmi̱pa ta̱ ka̱nè̱blök a̱ñì̱ dapáu̱k, ká̱, ká̱ ujté chö́k, ma̱ buà ka̱nè̱u̱k, buà alö̂u̱k",
1505,"e's e' dör ye' kãnèx , i rö","así ese es mi trabajo , ese es",CorpusSofia B15h02m49s06sep2012.html Historia de vida de JS,"e's e' dör ye' ka̱nè̱, i rö",
1506,ye' tsikìnẽ amùxbali,yo nací en Amubri,CorpusSofia B10h20m54s25oct2015.html Historia de vida de FR,ye' tsikìne̱ amù̱bli,
1507,ẽ' ye' talànẽ,ahí yo crecí,CorpusSofia B10h20m54s25oct2015.html Historia de vida de FR,e̱' ye' talàne̱,
1508,"ye' "" mama """,mi mamá,CorpusSofia B10h20m54s25oct2015.html Historia de vida de FR,"ye' ""mama""",
1509,ye' kĩ e'tã dawás tso' . . .,yo tenía entonces años ...,CorpusSofia B10h20m54s25oct2015.html Historia de vida de FR,ye' ki̱ e'ta̱ dawás tso'...,
1510,bueno ye' kĩ dawás tso' bòqk,bueno yo tenía dos años,CorpusSofia B10h20m54s25oct2015.html Historia de vida de FR,bueno ye' ki̱ dawás tso' bö̀k,
1511,"bòqk e'tã ye' "" mama "" wã ye' mãnèxtã ãwìx ñẽ'",dos entonces mi mamá me trajó de ahí,CorpusSofia B10h20m54s25oct2015.html Historia de vida de FR,"bö̀k e'ta̱ ye' ""mama"" wa̱ ye' ma̱nè̱ta̱ a̱wì̱ ñe̱'",
1512,"klòq mã "" este "" "" Boca Urén "" ñẽ' káxbatà ã , ẽ' ie' wã ye' mãnèxt séx ẽ'","a pie a aquel Boca Urén en la montaña , ahí me trajó ella ahí",CorpusSofia B10h20m54s25oct2015.html Historia de vida de FR,"klö̀ ma̱ ""este"" ""Boca Urén"" ñe̱' ká̱batà a̱, e̱' ie' wa̱ ye' ma̱nè̱t sé̱ e̱'",
